adult,child
...when you get home.,unknown
comb their hair make their hair pretty .,unknown
"""Well, I won't wait any longer.""",unknown
"Oh, you want to get off the boat?",unknown
"- Hi, Viv.",unknown
oh let's put it back on the table .,unknown
here's your bear blanket .,unknown
daddy will pick you up .,unknown
You're a funny girl.,unknown
daddy turn on the light .,unknown
Is this our book mum?,unknown
"An ear, an eye, a finger.",unknown
can you kiss it ?,unknown
huh the book has six bats .,unknown
you don't want him to climb my leg .,unknown
You look on it from the outside.,unknown
bear gets a piggyback ride .,unknown
Where's the ball?,unknown
"Good night, Gordon.",unknown
now he's in the rain .,unknown
that's a clock !,unknown
come to mommy .,unknown
mommy thinks you're sleepy .,unknown
- I'll meet you by the car.,unknown
(baby coos),unknown
I don't have your phone number.,unknown
a cat on the sidewalk too ?,unknown
duck quack quack quack quack !,unknown
push it down first .,unknown
You'd have to make a phone call?,unknown
Today's Times editorial?,unknown
Shut up your mouth,unknown
"What, daddy?",unknown
Making book?,unknown
"Rock of Ages lighthouse, 210, 214-15, 216",unknown
"The bird  cor, better",unknown
you gonna sit down on the small little chair ?,unknown
"- Hi, Larry.",unknown
There's no book store on 3rd.,unknown
The car's out front when you're ready.,unknown
what's the bird doing ?,unknown
- We'll talk about it in the kitchen.,unknown
how about my box ?,unknown
is it on this chair pete ?,unknown
Give me a break.,unknown
What a good girl you are.,unknown
"I'm here, baby.",unknown
that's milk .,unknown
He wants the book.,unknown
` Out with the light !,unknown
do you want cereal ?,unknown
You have to pull the chair out for her.,unknown
the car's going slow the car's going fast ?,unknown
don't drive on the bed .,unknown
the pink cup ?,unknown
"Hey, a dog!",unknown
"Wait, you're really leaving?",unknown
Are you worried about your car or about the victim?,unknown
Ah at last home,unknown
this is daddy rabbit ?,unknown
they're sitting on the book ?,unknown
"Today, 50 is an entirely new landscape.",unknown
IN THE NIGHT.,unknown
Send the car.,unknown
- [Radio chirps],unknown
that a girl .,unknown
you know who's coming home today ?,unknown
"It's a fish, Mr. General...",unknown
..out of home is talking about morals,unknown
"Wait, you're not gonna shoot me?",unknown
(PHONE VIBRATING),unknown
The book lists 12 black cars that day.,unknown
mm bye mommy bye baby o .,unknown
oh the baby's six months old .,unknown
"""You will find it when you get home.""",unknown
i don't know what an orange banana is ?,unknown
smile. “There is nothing except Nature.”,unknown
throw a banana .,unknown
Want a cup of tea?,unknown
holding out his hand to it.,unknown
hehe fish ?,unknown
buy a baby ?,unknown
Stop the car!,unknown
Come back to bed.,unknown
this is for your mommy .,unknown
come sit in your chair and you can do some crayons .,unknown
there's a dog .,unknown
yeah now push this in .,unknown
can i feel your hair .,unknown
"I'm able to empirically, with my eyes...",unknown
the girl.,unknown
Is that the new baby?,unknown
poor mouse ?,unknown
Poor girl,unknown
- Wait here.,unknown
you want a book .,unknown
what's a cat say ?,unknown
show me your hand yes this is billy barlow .,unknown
ah what's daddy's name naima .,unknown
Grandma's here to see you.,unknown
you might break that off .,unknown
the bear book !,unknown
we have to see the phone maybe another time .,unknown
you don't want to look at the book do you !,unknown
"- Hi, Amaar.",unknown
And those pathetic eyes of hers;,unknown
you going to put it back together for the baby .,unknown
car right sweetie yay !,unknown
Daddy's here.,unknown
Have a good night.,unknown
Fish eggs?,unknown
I tell you the girl must have them on her.,unknown
(phone rings),unknown
"Coming, baby!",unknown
From today we have separate ways.,unknown
right that's another tow truck .,unknown
you want some toast ?,unknown
Can't this wait?,unknown
My dog's a big dobbo !,unknown
do you see a phone ?,unknown
when i wear my striped hat i'm the engineer ?,unknown
Wait for it.,unknown
Could just get his car down it.,unknown
"go to bed.""",unknown
and a baby .,unknown
Well that don't hurt does it.,unknown
some light on it.”,unknown
you want some apple ?,unknown
I'm gonna smack that ball into Lake Michigan.,unknown
you want to sit up in the chair .,unknown
- Your whole hat theory...,unknown
the box .,unknown
"Truck, ammo, move.",unknown
Get the baby!,unknown
Somebody help me!,unknown
in the dog house ?,unknown
It's your home,unknown
Good night.,unknown
Who leaves their car and takes a taxi?,unknown
is your hair wet .,unknown
Tell him he's not a daddy!,unknown
good girl !,unknown
can you help me take it off ?,unknown
this isn't the lion ?,unknown
♪ They can't black out the moon ♪,unknown
oh baby .,unknown
really does he talk on the phone at work .,unknown
"♪ Sun, glitter above Shining on everyone♪",unknown
well thank you my daddy ?,unknown
where's the big bed ?,unknown
Put him on the table.,unknown
fish yeah .,unknown
"But wait, there's more.",unknown
The cat's out of the bag!,unknown
that's a big block .,unknown
- Just don't argue with me girl!,unknown
sit up here on the table and open it .,unknown
the bed .,unknown
You mean on TV?,unknown
I want a smile from you.,unknown
You don't believe in a guiding light?,unknown
er   car park about a fortnight ago.,unknown
you take this cup .,unknown
"Hey, stay with Mommy for a second, okay?",unknown
(FAST-PACED music playing),unknown
"Daddy, water!",unknown
I have one in my car.,unknown
baby april !,unknown
that looks like a mouse ?,unknown
look he drives a truck .,unknown
Close the other eye!,unknown
but i need you to go back to bed now.,unknown
The same goes for that boat.,unknown
it's in the bed room .,unknown
"Please, don't hurt her.",unknown
what are you doing with that candy ?,unknown
go get the ball !,unknown
FROM HOME,unknown
How would that help losing you?,unknown
what does a duck say ?,unknown
ooh that's baby trevor ooh is he's so tiny .,unknown
what're you turning her head around for ?,unknown
i will i'll get your hat back .,unknown
let daddy get a cup .,unknown
well we need a nose don't we .,unknown
I need her help to get me out of it.,unknown
you sing .,unknown
Rain down on here. ?,unknown
Please don't hurt me.,unknown
that's the car .,unknown
"I don't think the book choice is the problem,",unknown
a dog ?,unknown
ah that's his bed .,unknown
Where's your car?,unknown
"You know, I love this boat.",unknown
Give me your phone.,unknown
daddy has .,unknown
melissa are you going to read the baby a book .,unknown
The plant that stanley travels for.,unknown
oh is he going to get the bear ?,unknown
How are you today?,unknown
"- Good night, son.",unknown
"Hello, bed!",unknown
the dark all around us .,unknown
Today is no enemy day for us.,unknown
Where's the girl?,unknown
can you say apple ?,unknown
op your grandma's calling you .,unknown
Yes Big Boss.,unknown
i gonna wash you with a cup ?,unknown
The Hand of the Goral:,unknown
What about the radio?,unknown
ope he's going off the table ?,unknown
don't bring a car ?,unknown
"eye varies greatly in the number of its lenses, ranging from",unknown
"`` Now , the foot !",unknown
Don't ask for my help.,unknown
So...radio stations in here?,unknown
row your boat .,unknown
okay now show mommy how to make it ?,unknown
here's your juice .,unknown
how are you doing today ?,unknown
"- NEED A BREAK, TAKE IT.",unknown
- A hot-dog stand?,unknown
How can you milk in here?,unknown
- A toast.,unknown
His coat looks much better.,unknown
you're pretending that you're the mommy ?,unknown
where're they going in the car ?,unknown
can i have the ball ?,unknown
my eyes go kaooga .,unknown
yes that's juice .,unknown
"This rock,",unknown
- I need a truck.,unknown
Not my smart girl.,unknown
Will you be going in the bath later?,unknown
-You can watch it right here on TV.,unknown
cleaning his nose .,unknown
We'll talk about this at home.,unknown
and daddy's gonna come home ?,unknown
Get out dog !,unknown
well let's take the truck to the circus .,unknown
I could help you.,unknown
- I couldn't help it.,unknown
you want to put it on the table .,unknown
that book is about apples .,unknown
-In the kitchen.,unknown
she pulls down her pants and lifts the lid ?,unknown
a duck .,unknown
how may i help you ?,unknown
A kitchen?,unknown
You can't park your car here.,unknown
it is mommy's coffee you're right .,unknown
daddy has a conference call right now .,unknown
if you stand up i'll draw your toe ?,unknown
- We reshot the kiss.,unknown
"Wait, no.",unknown
daddy's gonna read him what .,unknown
"No, box  a Coventry expression, get on",unknown
the table cloth's kicking you ?,unknown
leave the milk and juice .,unknown
you have a nice toast .,unknown
Baby... come on.,unknown
"You're my baby, man.",unknown
- are all over his car.,unknown
- And this is their home!,unknown
Should not be in bed.,unknown
Get away from the car.,unknown
sun is shining ?,unknown
Her waiting eyes!,unknown
[phone ringing],unknown
"You're a nice girl, Jemina.",unknown
throw the ball .,unknown
playing with the ball um .,unknown
"Take us to the bed section, my good man.",unknown
oh are you taking the book .,unknown
- They sure can sing.,unknown
"Good night, Lynn.",unknown
what truck ?,unknown
The kiss?,unknown
I'll eat when I get home.,unknown
(PHONE CLATTERS ON FLOOR),unknown
a car .,unknown
It's a beautiful night of magic and wonder.,unknown
that big lion it's a tiger .,unknown
- The radio.,unknown
it's a bear yeah .,unknown
I'm sorry about last night.,unknown
you're not happy with the book !,unknown
Home sweet home.,unknown
[Cat yowls] Ow!,unknown
Them fish look like mama after she takes her arm vitamins.,unknown
"- Yeah, sun block.",unknown
see its nose ?,unknown
- Who is that girl?,unknown
daddy's blowing the nose yeah .,unknown
I'm a good girl!,unknown
it could really hurt you if it bit .,unknown
(PHONE ringing),unknown
Wait for me...,unknown
Push it!,unknown
It might not seem much to keep a bear going.,unknown
- You need a hand?,unknown
with the keys so we can go out okay ?,unknown
"- OK, Big Luc.",unknown
Don't you worry your pretty little head.,unknown
I hear you at night.,unknown
that's that could break .,unknown
you can pour a little milk in there .,unknown
"come on, get in the truck quick!",unknown
don't write in the book okay !,unknown
One bus ticket to Austin. 8:00 a.m. tomorrow.,unknown
Is Daddy putting Michael Jackson in?,unknown
that's who's truck .,unknown
Turn the car back!,unknown
but you can take bread outside couldn't you ?,unknown
You want a cookie?,unknown
i'll help you .,unknown
So she's not gonna give me the book?,unknown
"You know, his right foot.",unknown
I may as well clearthe table.,unknown
Why are they treating this car like it's a hotel?,unknown
I think I'll get the Radio Times this week .,unknown
it is windy today .,unknown
they're on a boat,unknown
good girl .,unknown
[phone ringing],unknown
and the baby is in the egg .,unknown
"I think fish is over a pound, yeah.",unknown
"No, but she has blonde hair, like Clara.",unknown
what is today ?,unknown
[Keys clack],unknown
And our star today is the actress Lake Bell.,unknown
Then we wait till he's sober.,unknown
[tapping foot],unknown
that's the sun .,unknown
Jump around.,unknown
I'm not here to hurt you.,unknown
"- No, grandma.",unknown
Beware of the light.,unknown
"Rock-a-bye baby, on the tree top",unknown
Keep your head down . '',unknown
Isn't it better at my home?,unknown
Wait for me.,unknown
I'll probably phone it in actually.,unknown
you want me to eat it with this spoon .,unknown
can you get that ball ?,unknown
where's my cat ?,unknown
you'll pull the light down .,unknown
how are you today ?,unknown
"""They will say it is rain-water.""",unknown
"Why does the dog sniff, if it is vegetable?",unknown
I don't need your help.,unknown
